ID,Seed,Levels,Wall_ins_thickness,Roof_ins_thickness,Ground_ins_thickness,Wnd_density_south,Wnd_density_north,Wnd_density_west,Wnd_density_east,Window_Option,Shading,Exterior_Surface,Form_factor,Windows,Walls,Win north area,Win south area,Win west area,Win east area,Wall area,Roof area,Ground area,imgName,Total CO2,MaterialCO2,OperationCO2,CO2 End of Life,Climate-location,Construction-preset,C3C4 MaterialCO2,D Material CO2,img
80,15751,3,0.17,0.25,0.1,0.39767,0.260867,0.183531,0.218236,1,0,3881.278986,2.425799,433.998216,1467.883317,141.344621,215.467934,35.259118,41.926543,1033.885101,1206.697834,1206.697834,s15671i80d48.jpg,1141200,210943.46518,930288.664544,16073.760116,0,2,42119.567414,-61068.834098,ID80.png
81,15752,5,0.17,0.25,0.1,0.230519,0.189231,0.183531,0.218236,1,0,3670.806161,2.294254,467.218534,2241.543601,166.545082,228.614763,56.817677,15.241012,1774.325067,714.63128,714.63128,s15671i81d125.jpg,1129400,185358.829271,944049.9977,13119.693762,0,2,46178.582644,-50444.509201,ID81.png
82,15753,3,0.17,0.25,0.1,0.230519,0.189231,0.183531,0.322721,1,0,2867.857883,1.792411,261.948459,1162.947769,70.929874,86.405902,37.925077,66.687605,900.99931,852.455057,852.455057,s15671i82d54.jpg,1120500,431788.206197,688700.019018,38053.314037,2,0,8886.545259,-47377.881695,ID82.png
83,15754,2,0.17,0.25,0.1,0.413368,0.267595,0.288016,0.322721,1,0,3920.164363,2.450103,335.423745,1021.855546,89.094625,137.629145,51.261537,57.438438,686.431801,1449.154408,1449.154408,s15671i83d8.jpg,1291100,485722.518052,805406.297641,43109.756081,2,0,10100.0467,-61223.274897,ID83.png
84,15755,4,0.17,0.25,0.1,0.413368,0.267595,0.288016,0.322721,1,0,4003.136781,2.50196,601.694549,1815.392278,180.355026,278.603876,67.312331,75.423317,1213.697729,1093.872251,1093.872251,s15671i84d76.jpg,1737300,597757.142094,1139500,56280.790826,2,0,11861.848575,-53583.063446,ID84.png
85,15756,2,0.17,0.25,0.1,0.246217,0.267595,0.192501,0.227206,1,0,2540.501975,1.587814,188.33642,794.523257,61.430127,56.522467,32.281919,38.101907,606.186837,872.989359,872.989359,s15671i85d10.jpg,878801.889638,349149.529934,529652.359704,29001.554133,2,0,7226.731569,-44626.774362,ID85.png
86,15757,4,0.17,0.25,0.1,0.246217,0.195959,0.192501,0.227206,1,0,3078.90149,1.924313,320.686188,1475.403394,96.527813,121.284551,47.18363,55.690193,1154.717206,801.749048,801.749048,s15671i86d80.jpg,1291000,485976.830656,805064.495704,44469.982311,2,0,9924.830323,-45086.143996,ID86.png
87,15758,2,0.17,0.25,0.1,0.429066,0.195959,0.192501,0.227206,1,0,4132.803732,2.583002,357.277609,1235.004328,93.635859,205.022443,26.886059,31.733248,877.726719,1448.899702,1448.899702,s15671i87d12.jpg,1086100,253645.060188,832477.494969,16950.218599,0,2,36227.799489,-64321.475815,ID87.png
88,15759,4,0.17,0.25,0.1,0.429066,0.274322,0.296986,0.227206,1,0,2606.66883,1.629168,455.40802,1382.180547,125.92666,237.44909,61.296632,30.735639,926.772527,612.244141,612.244141,s15671i88d88.jpg,995395.984892,158627.328045,836768.656847,10274.330688,0,2,30855.170318,-40031.667908,ID88.png
89,15760,2,0.17,0.25,0.1,0.261914,0.274322,0.296986,0.331691,1,0,3006.829037,1.879268,271.632548,958.893518,88.387666,84.389745,46.698987,52.15615,687.26097,1023.96776,1023.96776,s15671i89d12.jpg,816395.479013,199249.190208,617146.288805,12975.631558,0,2,27300.034291,-50490.010085,ID89.png
90,15761,4,0.17,0.25,0.1,0.261914,0.274322,0.296986,0.331691,1,0,3816.94021,2.385588,528.327494,1907.274349,211.297307,201.739979,54.462885,60.827323,1378.946855,954.83293,954.83293,s15671i90d92.jpg,1219300,187511.89016,1031800,14109.412594,0,2,45356.645143,-52939.230003,ID90.png
91,15762,3,0.17,0.25,0.1,0.444763,0.202686,0.201471,0.331691,1,0,3635.894559,2.272434,495.850642,1586.54813,114.979626,300.422124,51.32323,29.125661,1090.697488,1024.673215,1024.673215,s15671i91d27.jpg,1204900,217054.972123,987889.589855,14371.036593,0,2,38037.871654,-55065.935509,ID91.png
92,15763,4,0.17,0.25,0.1,0.444763,0.202686,0.201471,0.236176,1,0,2609.20182,1.630751,411.502144,1398.087095,101.987131,223.794812,39.46131,46.258891,986.584951,605.557362,605.557362,s15671i92d100.jpg,1211000,425832.484277,785195.816753,35473.788601,2,0,8185.078045,-38801.583281,ID92.png
93,15764,3,0.17,0.25,0.1,0.277612,0.28105,0.305956,0.236176,1,0,2839.585643,1.774741,331.35028,1197.380387,115.295678,113.885328,57.659931,44.509343,866.030108,821.102628,821.102628,s15671i93d30.jpg,1121400,429316.498934,692040.229232,36798.555635,2,0,8603.280598,-46337.146197,ID93.png
94,15765,4,0.17,0.25,0.1,0.277612,0.28105,0.305956,0.236176,1,0,3775.422604,2.359639,479.78621,1732.144137,174.457971,172.32392,75.0619,57.942418,1252.357927,1021.639234,1021.639234,s15671i94d112.jpg,1595900,572194.31537,1023700,53821.0477309999,2,0,11564.688851,-51721.486971,ID94.png
95,15766,3,0.17,0.25,0.1,0.460461,0.28105,0.305956,0.340661,1,0,3680.435247,2.300272,507.786762,1425.076973,139.341142,228.29087,66.316181,73.838569,917.290211,1127.679137,1127.679137,s15671i95d36.jpg,1444200,521725.010213,922496.746334,46736.20167,2,0,10380.606126,-55206.622065,ID95.png
96,15767,4,0.17,0.25,0.1,0.460461,0.209414,0.210441,0.340661,1,0,2955.98415,1.84749,494.708504,1547.655348,120.335667,264.595122,41.919142,67.858573,1052.946845,704.164401,704.164401,s15671i96d116.jpg,1326200,470270.907729,855977.472672,39873.592057,2,0,8997.539515,-41878.64955,ID96.png
97,15768,3,0.17,0.25,0.1,0.29331,0.209414,0.210441,0.340661,1,0,3408.434521,2.130272,367.107713,1426.687203,112.620573,157.738963,36.943751,59.804425,1059.57949,990.873659,990.873659,s15671i97d39.jpg,1000800,195349.341932,805470.99943,13982.920836,0,2,36957.892179,-53876.916806,ID97.png
98,15769,5,0.17,0.25,0.1,0.29331,0.287778,0.210441,0.340661,1,0,3948.993502,2.468121,660.026855,2292.93041,270.715116,275.919301,43.299441,70.092997,1632.903555,828.031546,828.031546,s15671i98d150.jpg,1400300,198626.131027,1201700,14336.629843,0,2,49555.519256,-54400.030387,ID98.png
99,15770,3,0.17,0.25,0.1,0.476159,0.287778,0.314926,0.245146,1,0,2353.969286,1.471231,416.1732,1161.899768,128.173692,212.077002,42.690875,33.231632,745.726567,596.034759,596.034759,s15671i99d45.jpg,1005100,171612.783047,833454.636546,9988.729709,0,2,24725.658122,-40075.689677,ID99.png
100,15771,5,0.17,0.25,0.1,0.476159,0.287778,0.314926,0.245146,1,0,3418.722265,2.136701,767.156943,2105.146613,250.759156,414.907689,57.067414,44.422685,1337.98967,656.787826,656.787826,s15671i100d165.jpg,1559900,204387.96992,1355500,12308.724386,0,2,40525.890337,-47519.441421,ID100.png
101,15772,3,0.17,0.25,0.1,0.476159,0.216141,0.314926,0.245146,1,0,3856.67643,2.410423,508.990431,1538.14077,127.917439,281.801605,55.819842,43.451544,1029.150339,1159.26783,1159.26783,s15671i101d48.jpg,1239000,217311.702031,1021700,15634.853229,0,2,40904.984098,-59469.795408,ID101.png
102,15773,5,0.17,0.25,0.1,0.309008,0.216141,0.219411,0.349631,1,0,2245.945103,1.403716,391.826761,1460.216129,116.387436,166.393812,42.045718,66.999796,1068.389368,392.864487,392.864487,s15671i102d165.jpg,1107000,410794.891706,696179.457963,31824.072073,2,0,7754.188068,-37183.880967,ID102.png
103,15774,3,0.17,0.25,0.1,0.309008,0.294505,0.219411,0.349631,1,0,2576.606723,1.610379,327.71394,1105.277561,113.110889,118.680808,36.985653,58.936589,777.563622,735.664581,735.664581,s15671i103d51.jpg,1031900,396669.363384,635230.738381,33378.235059,2,0,7854.673272,-43531.757875,ID103.png
104,15775,5,0.17,0.25,0.1,0.491856,0.294505,0.323896,0.349631,1,0,3513.40789,2.19588,818.542206,2139.511374,255.871583,427.333941,65.082771,70.253912,1320.969167,686.948258,686.948258,s15671i104d130.jpg,2148000,584043.307424,1564000,47722.952684,2,0,10574.180019,-46606.695693,ID104.png
105,15776,4,0.17,0.25,0.1,0.491856,0.294505,0.323896,0.254116,1,0,3541.689508,2.213556,606.285325,1670.258191,174.668823,291.71632,78.394727,61.505454,1063.972867,935.715658,935.715658,s15671i105d76.jpg,1611200,536500.596564,1074700,48878.724258,2,0,10410.931619,-48453.066232,ID105.png
106,15777,2,0.17,0.25,0.1,0.324705,0.222869,0.323896,0.254116,1,0,3036.600578,1.897875,256.55646,919.019836,66.234923,96.499856,52.574092,41.247589,662.463376,1058.790371,1058.790371,s15671i106d10.jpg,1023000,402214.515715,620810.163433,33831.155358,2,0,8257.114335,-50115.504441,ID106.png
107,15778,4,0.17,0.25,0.1,0.324705,0.222869,0.228381,0.254116,1,0,3008.144506,1.88009,445.304492,1662.06459,151.829321,221.205173,34.207655,38.062342,1216.760099,673.039958,673.039958,s15671i107d76.jpg,720063.979962,-14235.3945,734299.374462,13799.164348,1,3,228916.685791,-262224.824741,ID107.png
108,15779,2,0.17,0.25,0.1,0.157554,0.151233,0.228381,0.158601,1,0,4871.237925,3.044524,216.226204,1305.435951,70.329629,73.269302,42.861629,29.765644,1089.209747,1782.900987,1782.900987,s15671i108d10.jpg,912292.782324,60764.564627,851528.217697,23123.048084,1,3,263854.507481,-325503.170777,ID108.png
109,15780,4,0.17,0.25,0.1,0.157554,0.151233,0.228381,0.158601,1,0,3569.221453,2.230763,287.50411,1751.908309,99.554004,103.715211,49.711971,34.522925,1464.404199,908.656572,908.656572,s15671i109d84.jpg,743922.596811,-71228.281605,815150.878416,17033.023542,1,3,287857.672153,-327465.377981,ID109.png
110,15781,2,0.17,0.25,0.1,0.340403,0.151233,0.332866,0.158601,1,0,2887.118177,1.804449,205.238302,835.032985,38.190381,85.960973,54.919403,26.167545,629.794683,1026.042596,1026.042596,s15671i110d14.jpg,550443.962358,56365.519049,494078.443309,14855.26217,1,3,164258.268227,-206201.146407,ID110.png
111,15782,4,0.17,0.25,0.1,0.340403,0.229597,0.332866,0.158601,1,0,2429.434311,1.518396,368.696233,1335.802068,118.243843,175.30989,50.893286,24.249214,967.105834,546.816122,546.816122,s15671i111d92.jpg,585896.553546,-8236.829899,594133.383445,11852.964825,1,3,190049.530546,-219963.122689,ID111.png
112,15783,2,0.17,0.25,0.1,0.173252,0.229597,0.237351,0.263086,1,0,4659.24001,2.912025,261.531449,1213.814467,99.254566,74.896732,41.443304,45.936847,952.283018,1722.712771,1722.712771,s15671i112d14.jpg,1571700,554785.089554,1016900,47713.376158,2,1,11100.742068,-86043.681885,ID112.png
113,15784,4,0.17,0.25,0.1,0.173252,0.15796,0.237351,0.263086,1,0,3765.239106,2.353274,326.162145,1703.918528,93.520889,102.574221,61.689155,68.37788,1377.756383,1030.660289,1030.660289,s15671i113d100.jpg,1586900,551293.205677,1035600,49783.586034,2,1,10489.454083,-76133.945261,ID113.png
114,15785,3,0.17,0.25,0.1,0.356101,0.15796,0.237351,0.263086,1,0,2706.35639,1.691473,289.017905,1134.675333,59.142003,133.327771,45.791562,50.756569,845.657428,785.840529,785.840529,s15671i114d30.jpg,1030100,394700.963291,635416.600479,32211.793501,2,1,7354.665578,-59244.023934,ID114.png
115,15786,4,0.17,0.25,0.1,0.356101,0.15796,0.341836,0.167571,1,0,2809.318183,1.755824,386.968602,1508.374038,94.36432,212.731793,53.598155,26.274334,1121.405436,650.472073,650.472073,s15671i115d96.jpg,1168800,436560.112031,732285.839752,34301.053362,2,1,7656.990146,-59641.782524,ID115.png
116,15787,3,0.17,0.25,0.1,0.18895,0.236324,0.341836,0.167571,1,0,2338.346903,1.461467,246.929909,1094.383405,89.361876,71.447979,57.790562,28.329492,847.453496,621.981749,621.981749,s15671i116d33.jpg,914150.299139,359083.382994,555066.916145,27414.407166,2,1,6525.393313,-54667.17304,ID116.png
117,15788,4,0.17,0.25,0.1,0.18895,0.236324,0.341836,0.167571,1,0,2517.07971,1.573175,313.475707,1379.746006,106.600592,85.230942,81.628898,40.015274,1066.270299,568.666852,568.666852,s15671i117d112.jpg,582185.362968,-16332.166415,598517.529383,12246.537643,1,3,200264.84797,-230775.523893,ID117.png
118,15789,3,0.17,0.25,0.1,0.371798,0.164688,0.246321,0.272057,1,0,3083.574596,1.927234,314.975583,1187.481387,65.421443,147.69497,48.401162,53.458008,872.505804,948.046604,948.046604,s15671i118d36.jpg,696699.528907,5533.605683,691165.923224,15977.726179,1,3,215292.577342,-257417.717713,ID118.png
119,15790,4,0.17,0.25,0.1,0.371798,0.164688,0.246321,0.272057,1,0,3082.374787,1.926484,444.11716,1669.126069,104.569648,236.075671,49.167467,54.304374,1225.008909,706.624359,706.624359,s15671i119d112.jpg,714309.711729,-22087.741589,736397.453318,14227.649884,1,3,235632.090606,-269833.590084,ID119.png
120,15791,3,0.17,0.25,0.1,0.204647,0.164688,0.150807,0.272057,1,0,2619.221269,1.637013,215.002754,1095.760626,51.305496,63.754069,35.642941,64.300248,880.757873,761.730321,761.730321,s15671i120d39.jpg,536147.960051,5046.021233,531101.938818,13852.391538,1,3,189871.064806,-227107.474232,ID120.png
121,15792,5,0.17,0.25,0.1,0.204647,0.243052,0.150807,0.272057,1,0,2644.369117,1.652731,361.713575,1647.101341,131.766404,110.946044,42.439611,76.561515,1285.387766,498.633888,498.633888,s15671i121d150.jpg,614936.570621,-26311.129842,641247.700463,13081.923768,1,3,223923.054346,-256501.868591,ID121.png
123,15794,5,0.17,0.25,0.1,0.387496,0.171416,0.255292,0.176542,1,0,3201.102374,2.000689,519.864178,1956.433079,131.433371,297.113714,53.984929,37.332164,1436.568901,622.334648,622.334648,s15671i123d160.jpg,1444600,525310.266088,919268.980961,40589.304387,2,1,8975.12693,-69961.474646,ID123.png
124,15795,3,0.17,0.25,0.1,0.387496,0.171416,0.255292,0.176542,1,0,3221.811055,2.013632,345.017102,1311.113374,83.531625,188.828692,42.95331,29.703476,966.096272,955.348841,955.348841,s15671i124d48.jpg,1201600,456686.518128,744871.814069,37980.531338,2,1,8519.55177,-66735.61578,ID124.png
125,15796,5,0.17,0.25,0.1,0.220345,0.171416,0.255292,0.281027,1,0,3091.811806,1.932382,400.742238,1902.352882,124.9167,177.746931,66.814296,31.264311,1501.610643,594.729462,594.729462,s15671i125d125.jpg,1349600,517272.109388,832298.292812,39779.84353,2,1,8961.009419,-70649.831643,ID125.png
126,15797,3,0.17,0.25,0.1,0.220345,0.249779,0.159777,0.281027,1,0,3720.118007,2.325074,318.864348,1383.408252,118.91246,104.899628,34.453302,60.598957,1064.543903,1168.354878,1168.354878,s15671i126d48.jpg,1425500,511239.907019,914230.937471,44851.871631,2,1,9850.564153,-74957.1719,ID126.png
127,15798,2,0.17,0.25,0.1,0.403194,0.249779,0.159777,0.281027,1,0,4632.592108,2.89537,293.961973,1066.526305,69.338095,111.925543,40.849421,71.848913,772.564331,1783.032902,1783.032902,s15671i127d8.jpg,884587.709329,71287.587909,813300.12142,22715.639188,1,3,244131.291517,-305729.888114,ID127.png
128,15799,4,0.17,0.25,0.1,0.403194,0.178143,0.159777,0.185512,1,0,3074.689661,1.921681,358.080478,1469.849263,78.72875,178.187832,46.811962,54.351934,1111.768785,802.420199,802.420199,s15671i128d76.jpg,677762.835793,-46077.797634,723840.633427,15244.442451,1,3,246262.640516,-282989.250416,ID128.png
129,15800,2,0.17,0.25,0.1,0.236043,0.178143,0.264262,0.185512,1,0,3845.369795,2.403356,210.996597,980.785198,47.900093,63.468427,58.535881,41.092197,769.788601,1432.292299,1432.292299,s15671i129d10.jpg,729672.084082,58149.154563,671522.929519,19146.606558,1,3,211073.22146,-263575.328008,ID129.png
130,15801,4,0.17,0.25,0.1,0.236043,0.178143,0.264262,0.185512,1,0,2248.451817,1.405282,267.843774,1258.01063,75.417535,99.9295,54.345906,38.150834,990.166856,495.220593,495.220593,s15671i130d80.jpg,491144.162789,-10135.143948,501279.306737,11210.861352,1,3,181959.863933,-210507.027396,ID130.png
131,15802,2,0.17,0.25,0.1,0.418892,0.256507,0.168747,0.185512,1,0,2816.078514,1.760049,221.040672,803.263839,62.907979,102.732573,26.389177,29.010942,582.223167,1006.407337,1006.407337,s15671i131d10.jpg,542104.115674,58233.593635,483870.522039,14596.91733,1,3,159452.293507,-200877.919896,ID131.png
132,15803,4,0.17,0.25,0.1,0.418892,0.256507,0.168747,0.289997,1,0,3546.825928,2.216766,521.279791,1683.32505,147.823255,273.186525,56.288946,43.981065,1162.045258,931.750439,931.750439,s15671i132d88.jpg,1499100,518711.712574,980364.248299,44836.852455,2,1,9378.452777,-68484.006661,ID132.png
133,15804,2,0.17,0.25,0.1,0.25174,0.184871,0.168747,0.289997,1,0,3977.001718,2.485626,253.719012,1145.185855,74.795025,101.849151,28.351631,48.723204,891.466844,1415.907931,1415.907931,s15671i133d12.jpg,1313200,488772.934805,824422.75072,40506.718262,2,1,9592.169534,-76027.317077,ID133.png
134,15805,4,0.17,0.25,0.1,0.25174,0.184871,0.273232,0.289997,1,0,2737.732793,1.711083,336.979226,1440.230792,100.17622,136.410983,48.701884,51.69014,1103.251566,648.751001,648.751001,s15671i134d92.jpg,1127800,427405.625643,700384.922326,34104.736337,2,1,7601.50651,-59184.041765,ID134.png
135,15806,3,0.17,0.25,0.1,0.434589,0.184871,0.273232,0.194482,1,0,2639.041247,1.649401,334.518494,1165.476708,75.489733,177.45925,47.651771,33.91774,830.958214,736.78227,736.78227,s15671i135d27.jpg,1044200,390769.309555,653470.262535,30695.583278,2,1,7068.134969,-57530.257613,ID135.png
136,15807,4,0.17,0.25,0.1,0.434589,0.263235,0.273232,0.194482,1,0,3380.134483,2.112584,508.587493,1607.504621,151.758185,250.546424,62.08898,44.193905,1098.917128,886.314931,886.314931,s15671i136d96.jpg,1435100,497899.572351,937232.651393,42768.693603,2,1,8958.380356,-65780.590983,ID136.png
137,15808,3,0.17,0.25,0.1,0.267438,0.263235,0.177717,0.194482,1,0,3444.887005,2.153054,308.878937,1321.568305,104.540223,106.209618,46.854528,51.274568,1012.689369,1061.65935,1061.65935,s15671i137d27.jpg,713573.6858,-4943.671748,718517.357548,17449.733886,1,3,239845.077741,-284975.819332,ID137.png
138,15809,4,0.17,0.25,0.1,0.267438,0.191598,0.177717,0.298967,1,0,2951.297606,1.844561,361.308618,1558.177847,109.335999,152.614121,37.042756,62.315742,1196.869229,696.559879,696.559879,s15671i138d100.jpg,643594.072406,-28448.047849,672042.120255,14039.78279,1,3,232019.84412,-265949.288024,ID138.png
139,15810,3,0.17,0.25,0.1,0.450287,0.191598,0.282202,0.298967,1,0,2823.73519,1.764834,360.566442,1161.843337,72.430522,170.223383,57.255556,60.656981,801.276895,830.945926,830.945926,s15671i139d30.jpg,653842.086615,19646.713725,634195.37289,14571.631616,1,3,194552.28764,-233591.929069,ID139.png
140,15811,4,0.17,0.25,0.1,0.450287,0.191598,0.282202,0.298967,1,0,3200.693044,2.000433,477.432717,1546.385746,88.600673,208.22584,87.698127,92.908077,1068.953028,827.153649,827.153649,s15671i140d112.jpg,801829.099658,-34131.211492,835960.31115,15532.58252,1,3,248161.032705,-285537.305152,ID140.png
141,15812,3,0.17,0.25,0.1,0.283136,0.269962,0.282202,0.203452,1,0,3939.795841,2.462372,369.65676,1399.425626,109.484166,134.10975,81.19384,44.869004,1029.768865,1270.185108,1270.185108,s15671i141d36.jpg,850256.819927,-11487.685135,861744.505062,19848.022935,1,3,269937.064757,-320543.734247,ID141.png
142,15813,5,0.17,0.25,0.1,0.283136,0.269962,0.186687,0.203452,1,0,3383.57758,2.114736,523.337729,2009.237654,217.675251,228.297438,37.020261,40.344779,1485.899925,687.169963,687.169963,s15671i142d140.jpg,1570000,550851.112046,1019100,43732.238539,2,1,9515.630239,-72900.524668,ID142.png
143,15814,3,0.17,0.25,0.1,0.283136,0.198326,0.186687,0.203452,1,0,3072.099206,1.920062,290.21509,1278.849187,88.498188,126.342565,36.067682,39.306656,988.634097,896.62501,896.62501,s15671i143d39.jpg,1160500,441901.282006,718587.534206,36391.454812,2,1,8277.32111,-65588.920806,ID143.png
144,15815,5,0.17,0.25,0.1,0.465985,0.198326,0.186687,0.203452,1,0,2280.749959,1.425469,447.633703,1486.986712,113.978999,267.803928,31.510524,34.340252,1039.353009,396.881624,396.881624,s15671i144d145.jpg,1195500,395042.764192,800408.286995,28169.715442,2,1,6529.072096,-54654.038813,ID144.png
145,15816,3,0.17,0.25,0.1,0.465985,0.198326,0.291172,0.307937,1,0,2760.058583,1.725037,394.884846,1214.97604,94.090717,221.074617,38.744353,40.97516,820.091194,772.541271,772.541271,s15671i145d45.jpg,1086400,403071.909589,683323.122063,31689.792592,2,1,7222.810256,-58292.927018,ID145.png
146,15817,5,0.17,0.25,0.1,0.298834,0.27669,0.291172,0.307937,1,0,3330.745248,2.081716,589.585716,2032.468304,225.819318,243.891919,58.260003,61.614475,1442.882588,649.138472,649.138472,s15671i146d165.jpg,1541100,542389.898874,998685.305387,41818.023835,2,1,9163.23004,-70859.103161,ID146.png
147,15818,3,0.17,0.25,0.1,0.298834,0.27669,0.195657,0.307937,1,0,3390.477493,2.119048,357.566526,1301.474411,114.858741,124.051028,46.100692,72.556065,943.907885,1044.501541,1044.501541,s15671i147d45.jpg,732961.017853,5562.70527,727398.312583,17179.543255,1,3,233169.705204,-277838.498138,ID147.png
148,15819,5,0.17,0.25,0.1,0.481682,0.205054,0.195657,0.212422,1,0,2381.408294,1.48838,449.763287,1505.705939,104.889809,246.392113,47.217743,51.263621,1055.942652,437.851178,437.851178,s15671i148d130.jpg,686278.013277,-1232.449262,687510.462539,11962.184199,1,3,195636.795346,-226543.524354,ID148.png
149,15820,3,0.17,0.25,0.1,0.481682,0.205054,0.195657,0.212422,1,0,2792.826212,1.745516,325.824919,1118.080137,71.88825,168.869578,40.786154,44.280938,792.255218,837.373038,837.373038,s15671i149d51.jpg,623592.13154,16731.508415,606860.623125,14622.723732,1,3,194884.667892,-234091.473678,ID149.png
150,15821,2,0.17,0.25,0.1,0.314531,0.205054,0.300142,0.212422,1,0,4167.05623,2.60441,268.847341,1041.661714,55.144762,84.586457,75.606505,53.509618,772.814372,1562.697258,1562.697258,s15671i150d8.jpg,795564.31078,66159.642419,729404.668361,20484.446635,1,3,223488.439676,-279372.947727,ID150.png
151,15822,4,0.17,0.25,0.1,0.314531,0.283417,0.300142,0.316907,1,0,3621.443574,2.263402,505.861683,1674.283051,158.707473,176.1306,83.188483,87.835127,1168.421368,973.580262,973.580262,s15671i151d76.jpg,876613.659587,-52594.186463,929207.84605,17507.913357,1,3,281397.932886,-322679.947685,ID151.png
152,15823,2,0.17,0.25,0.1,0.49738,0.283417,0.300142,0.316907,1,0,3440.936594,2.150585,382.771934,1033.130246,110.816565,194.47631,37.686991,39.792067,650.358312,1203.903174,1203.903174,s15671i152d10.jpg,1097200,426415.278307,670800.07083,34266.8821549999,0,1,8049.939067,-64617.96828,ID152.png
153,15824,4,0.17,0.25,0.1,0.49738,0.211781,0.204627,0.316907,1,0,2757.764106,1.723603,478.25406,1447.743499,113.697556,267.02522,38.267002,59.264283,969.489438,655.010304,655.010304,s15671i153d80.jpg,1190600,420225.077135,770395.658658,33498.50819,0,1,7301.738476,-56345.018946,ID153.png
154,15825,2,0.17,0.25,0.1,0.330229,0.211781,0.204627,0.316907,1,0,4643.998118,2.902499,333.340731,1243.120315,94.904509,147.984006,35.489485,54.96273,909.779584,1700.438902,1700.438902,s15671i154d12.jpg,1472200,552737.023703,919461.293206,46963.66335,0,1,10895.601279,-84457.875752,ID154.png
155,15826,4,0.17,0.25,0.1,0.330229,0.211781,0.204627,0.221392,1,0,4548.199335,2.842625,522.551624,2028.320006,165.238508,257.65537,47.867976,51.78977,1505.768382,1259.939664,1259.939664,s15671i155d88.jpg,1888300,648099.398468,1240200,59021.459021,0,1,12130.881695,-85480.534258,ID155.png
156,15827,2,0.17,0.25,0.1,0.163078,0.290145,0.309112,0.221392,1,0,3063.34348,1.91459,212.237108,881.009653,80.541644,45.268964,50.358654,36.067846,668.772546,1091.166913,1091.166913,s15671i156d12.jpg,1014700,388319.541782,626353.088537,31833.576151,0,1,7597.939964,-61856.310984,ID156.png
